filename,width,height,class,xmin,ymin,xmax,ymax
167_jpg.rf.d4467f0c23b51df0d6361a6539b5e488.jpg,683,1024,1,468,543,606,767
135_jpg.rf.dfde6a4a98c98ed90bcde518a53604b0.jpg,416,416,1,95,130,272,239
135_jpg.rf.dfde6a4a98c98ed90bcde518a53604b0.jpg,416,416,0,150,167,192,194
-2022-03-13-000018_png_jpg.rf.4dbf978c718dfa3a19bd45b2510cc483.jpg,420,640,1,124,41,400,201
-2022-03-13-000018_png_jpg.rf.4dbf978c718dfa3a19bd45b2510cc483.jpg,420,640,0,253,51,292,82
IMG_4318_JPG_jpg.rf.ee95ce8781c48e7400b2b4483361beac.jpg,640,640,1,251,264,347,335
IMG_4318_JPG_jpg.rf.ee95ce8781c48e7400b2b4483361beac.jpg,640,640,0,287,267,316,296
Angel350_mp4-18_jpg.rf.28792791bae71655a69e6bbdfc4104b4.jpg,1080,1080,0,469,696,503,715
Angel350_mp4-18_jpg.rf.28792791bae71655a69e6bbdfc4104b4.jpg,1080,1080,1,408,634,595,741
-2022-03-13-190646_png_jpg.rf.807ed247126b8bb338ee93d20da32443.jpg,420,640,1,80,234,295,416
-2022-03-13-190646_png_jpg.rf.807ed247126b8bb338ee93d20da32443.jpg,420,640,0,143,306,177,337
187-2-_jpg.rf.3b7f39255281588272752135dd9050b1.jpg,800,1067,0,79,346,104,372
187-2-_jpg.rf.3b7f39255281588272752135dd9050b1.jpg,800,1067,1,153,282,278,466
174046_png_jpg.rf.dee1aca21229c94756705a521b21c711.jpg,640,640,1,170,243,598,517
174046_png_jpg.rf.dee1aca21229c94756705a521b21c711.jpg,640,640,0,387,330,454,384
182_jpg.rf.09011cb38096c813c3c229585788f2b7.jpg,475,299,1,312,159,400,242
182_jpg.rf.09011cb38096c813c3c229585788f2b7.jpg,475,299,0,353,176,365,189
-2022-03-13-193457_png_jpg.rf.b7c758c39814f1e009eb8007a97d07df.jpg,420,640,1,23,126,285,355
-2022-03-13-193457_png_jpg.rf.b7c758c39814f1e009eb8007a97d07df.jpg,420,640,0,114,196,159,232
182-2-_jpg.rf.d80ed012623b2e212b5b9ffdbd821b62.jpg,450,300,0,42,50,56,66
182-2-_jpg.rf.d80ed012623b2e212b5b9ffdbd821b62.jpg,450,300,1,99,26,152,99
IMG_4773_jpeg_jpg.rf.7202af5aea651a47a3f8aeb26d2ff29e.jpg,640,640,1,151,288,308,416
IMG_4773_jpeg_jpg.rf.7202af5aea651a47a3f8aeb26d2ff29e.jpg,640,640,0,138,337,169,369
181-2-_jpg.rf.50c165862e1f414dc496c65765a8ac8d.jpg,225,224,1,117,106,182,172
181-2-_jpg.rf.50c165862e1f414dc496c65765a8ac8d.jpg,225,224,0,162,131,173,141
15_jpg.rf.66823f7e69f01ce0bb6dbcd7bf3e5a74.jpg,700,508,0,587,299,601,320
15_jpg.rf.66823f7e69f01ce0bb6dbcd7bf3e5a74.jpg,700,508,0,634,276,646,289
15_jpg.rf.66823f7e69f01ce0bb6dbcd7bf3e5a74.jpg,700,508,1,468,244,573,380
IMG_4619_jpeg_jpg.rf.4bdeaeb23b0d41d4aa4aabedbf55b4c8.jpg,640,640,1,159,258,268,343
IMG_4619_jpeg_jpg.rf.4bdeaeb23b0d41d4aa4aabedbf55b4c8.jpg,640,640,0,97,267,123,296
-2022-03-13-214555_png_jpg.rf.08705edabdb1f5a34c1c8671f3d906c9.jpg,640,640,1,312,408,535,586
-2022-03-13-214555_png_jpg.rf.08705edabdb1f5a34c1c8671f3d906c9.jpg,640,640,0,437,505,470,541
Baptiste200_mp4-14_jpg.rf.ee85854767f8ec42028fa11f8ae65b14.jpg,1080,1080,1,199,30,636,289
Baptiste200_mp4-14_jpg.rf.ee85854767f8ec42028fa11f8ae65b14.jpg,1080,1080,0,222,0,345,42
-2022-03-13-000053_png_jpg.rf.04a10b4ab86785f34df5ce815e8ad061.jpg,420,640,1,96,27,304,179
-2022-03-13-000053_png_jpg.rf.04a10b4ab86785f34df5ce815e8ad061.jpg,420,640,0,176,27,205,49
IMG_1679_jpeg_jpg.rf.12544633b354f95bb77ca2f00179cd97.jpg,640,640,1,169,109,285,288
IMG_1679_jpeg_jpg.rf.12544633b354f95bb77ca2f00179cd97.jpg,640,640,0,137,156,164,191
IMG_1640_jpeg_jpg.rf.febc294685a4d6addbb85b20e7fd745b.jpg,640,640,1,293,243,416,407
IMG_1640_jpeg_jpg.rf.febc294685a4d6addbb85b20e7fd745b.jpg,640,640,0,349,306,374,339
IMG_1675_jpeg_jpg.rf.8761e96269394855780ab824209add6e.jpg,640,640,1,317,161,438,344
IMG_1675_jpeg_jpg.rf.8761e96269394855780ab824209add6e.jpg,640,640,0,429,215,462,260
Baptiste200_mp4-1_jpg.rf.0745b2d1b234cc707a580ef3ce317ee6.jpg,1080,1080,1,441,783,870,1037
Baptiste200_mp4-1_jpg.rf.0745b2d1b234cc707a580ef3ce317ee6.jpg,1080,1080,0,744,1027,842,1080
144_jpg.rf.7e49035a68274c5e07f4e11e256329ee.jpg,800,800,0,674,398,695,448
144_jpg.rf.7e49035a68274c5e07f4e11e256329ee.jpg,800,800,1,567,359,634,492
KakaoTalk_20220417_114103684_04_jpg.rf.4b2b37a098fb85360c399e2eeb5dad68.jpg,416,416,1,24,160,288,358
KakaoTalk_20220417_114103684_04_jpg.rf.4b2b37a098fb85360c399e2eeb5dad68.jpg,416,416,0,144,226,195,268
-2022-03-14-195832_png.rf.1939857e8c504cad0306b020898143c7.jpg,1048,473,1,845,119,998,256
-2022-03-14-195832_png.rf.1939857e8c504cad0306b020898143c7.jpg,1048,473,0,938,175,963,197
-2022-03-14-195832_png.rf.1939857e8c504cad0306b020898143c7.jpg,1048,473,1,505,124,667,266
-2022-03-14-195832_png.rf.1939857e8c504cad0306b020898143c7.jpg,1048,473,0,605,184,632,208
-2022-03-14-195832_png.rf.1939857e8c504cad0306b020898143c7.jpg,1048,473,1,190,136,351,280
-2022-03-14-195832_png.rf.1939857e8c504cad0306b020898143c7.jpg,1048,473,0,289,199,317,224
-2022-03-13-214517_png_jpg.rf.7a000b31c68f7a075687654fb991c152.jpg,640,640,1,238,55,505,237
-2022-03-13-214517_png_jpg.rf.7a000b31c68f7a075687654fb991c152.jpg,640,640,0,394,124,427,150
images-18-_jpg.rf.eed3d610d0159b35e6f7d27b2b5acba8.jpg,1080,1080,1,443,546,605,810
images-18-_jpg.rf.eed3d610d0159b35e6f7d27b2b5acba8.jpg,1080,1080,0,512,720,537,772
Angel350_mp4-1_jpg.rf.4119ba290a820db45fc6e9939d969286.jpg,1080,1080,0,554,363,588,384
Angel350_mp4-1_jpg.rf.4119ba290a820db45fc6e9939d969286.jpg,1080,1080,1,466,336,654,445
Angel350_mp4-21_jpg.rf.b31db7c1a63528a0b3765da68efe4d40.jpg,1080,1080,1,372,491,558,596
Angel350_mp4-21_jpg.rf.b31db7c1a63528a0b3765da68efe4d40.jpg,1080,1080,0,425,531,457,550
-2022-03-13-190646_png_jpg.rf.eca0c906f50d78ff4bda1e977fd06aaf.jpg,420,640,1,80,230,296,416
-2022-03-13-190646_png_jpg.rf.eca0c906f50d78ff4bda1e977fd06aaf.jpg,420,640,0,144,308,178,340
-2022-03-13-214835_png_jpg.rf.1cee24cb183d43dc02228076867f4f29.jpg,640,640,1,280,481,493,627
-2022-03-13-214835_png_jpg.rf.1cee24cb183d43dc02228076867f4f29.jpg,640,640,0,384,539,420,571
IMG_1643_jpeg_jpg.rf.056ae1e78459c7db5bd925a2b3778006.jpg,640,640,1,237,222,378,415
IMG_1643_jpeg_jpg.rf.056ae1e78459c7db5bd925a2b3778006.jpg,640,640,0,240,300,264,338
video_mp4-0308_jpg.rf.4b5f0efd10747dd96f3ccfa259d784a7.jpg,640,640,1,236,343,433,451
video_mp4-0308_jpg.rf.4b5f0efd10747dd96f3ccfa259d784a7.jpg,640,640,0,318,389,347,407
-2022-03-13-170351_png.rf.bab7d9394ce39131fc6d2efb1ed728f8.jpg,300,616,1,100,17,236,152
-2022-03-13-170351_png.rf.bab7d9394ce39131fc6d2efb1ed728f8.jpg,300,616,0,151,11,175,33
147-2-_jpg.rf.d46d31b09f760ab7378417170bb9a115.jpg,450,300,1,234,146,314,228
147-2-_jpg.rf.d46d31b09f760ab7378417170bb9a115.jpg,450,300,0,297,169,310,184
IMG_4147_JPG_jpg.rf.48dc616d4d567f10e82bed7791ef2cd7.jpg,640,640,1,239,289,335,360
IMG_4147_JPG_jpg.rf.48dc616d4d567f10e82bed7791ef2cd7.jpg,640,640,0,283,329,298,346
5_jpg.rf.5349fab3879e6599315c092f70bbcfba.jpg,416,416,1,131,17,253,107
5_jpg.rf.5349fab3879e6599315c092f70bbcfba.jpg,416,416,0,180,36,204,56
-2022-03-13-214825_png_jpg.rf.e97fc5e83f2192f31bd6c4a6123a92ff.jpg,640,640,1,108,74,358,246
-2022-03-13-214825_png_jpg.rf.e97fc5e83f2192f31bd6c4a6123a92ff.jpg,640,640,0,202,147,239,180
Angel350_mp4-23_jpg.rf.7dd85dac416db773a91cc58f486949e6.jpg,1080,1080,0,456,683,489,703
Angel350_mp4-23_jpg.rf.7dd85dac416db773a91cc58f486949e6.jpg,1080,1080,1,401,624,589,731
64_jpg.rf.9428f85cfb2482e7bc308a0bf8b27d64.jpg,780,450,1,375,0,692,353
64_jpg.rf.9428f85cfb2482e7bc308a0bf8b27d64.jpg,780,450,0,623,122,671,176
-2022-03-13-215212_png_jpg.rf.dcd8b239e6fb6b21154749dee466f37c.jpg,640,640,1,288,378,499,581
-2022-03-13-215212_png_jpg.rf.dcd8b239e6fb6b21154749dee466f37c.jpg,640,640,0,397,458,431,497
-2022-03-13-214853_png_jpg.rf.868db1cfcd06de6ae7d5a326a52a2564.jpg,640,640,1,194,239,429,420
-2022-03-13-214853_png_jpg.rf.868db1cfcd06de6ae7d5a326a52a2564.jpg,640,640,0,283,307,318,341
Baptiste200_mp4-20_jpg.rf.d2df34da14ef8c78955d4c72e4d2ae00.jpg,1080,1080,1,419,38,849,295
Baptiste200_mp4-20_jpg.rf.d2df34da14ef8c78955d4c72e4d2ae00.jpg,1080,1080,0,686,0,785,46
Angel350_mp4-22_jpg.rf.c46158da3444639f5e316421f3a4b04e.jpg,1080,1080,0,440,602,473,623
Angel350_mp4-22_jpg.rf.c46158da3444639f5e316421f3a4b04e.jpg,1080,1080,1,387,554,572,660
14-3-_jpg.rf.a6a5d5a5822b839239bf72d6a2fedd4d.jpg,416,416,1,248,21,343,134
14-3-_jpg.rf.a6a5d5a5822b839239bf72d6a2fedd4d.jpg,416,416,0,296,62,310,79
14-3-_jpg.rf.a6a5d5a5822b839239bf72d6a2fedd4d.jpg,416,416,1,79,5,170,110
14-3-_jpg.rf.a6a5d5a5822b839239bf72d6a2fedd4d.jpg,416,416,0,109,21,121,36
219_jpg.rf.8cd7d33faee749abf4299df175f1ea7f.jpg,451,222,0,199,91,221,114
IMG_1670_jpeg_jpg.rf.fa569cd2818944924bf17981494bd235.jpg,640,640,1,258,217,394,408
IMG_1670_jpeg_jpg.rf.fa569cd2818944924bf17981494bd235.jpg,640,640,0,373,294,395,334
-2022-03-13-165654_png_jpg.rf.4057b1b93a90740c941f3be053113a2d.jpg,420,640,1,162,347,336,510
-2022-03-13-165654_png_jpg.rf.4057b1b93a90740c941f3be053113a2d.jpg,420,640,0,244,431,269,461
IMG_3218_JPG_jpg.rf.68220887c6bf4654b5a97ed0cff7429e.jpg,640,640,1,1,177,190,358
-2022-03-13-215137_png_jpg.rf.d986b1cbf030ffbbb483c49ed4943ece.jpg,640,640,1,129,243,425,436
-2022-03-13-215137_png_jpg.rf.d986b1cbf030ffbbb483c49ed4943ece.jpg,640,640,0,199,332,228,366
video_mp4-0289_jpg.rf.c1ce0d53e883198726c1f97ca50516f7.jpg,640,640,1,212,345,404,454
video_mp4-0289_jpg.rf.c1ce0d53e883198726c1f97ca50516f7.jpg,640,640,0,293,391,321,411
168_jpg.rf.c4783c654c6049908ba19d132dcd54a6.jpg,275,183,1,172,4,213,42
168_jpg.rf.c4783c654c6049908ba19d132dcd54a6.jpg,275,183,0,197,10,205,21
-2022-03-13-193457_png_jpg.rf.ff961cebdb3dc40426228280f4cbba51.jpg,420,640,1,135,285,400,515
-2022-03-13-193457_png_jpg.rf.ff961cebdb3dc40426228280f4cbba51.jpg,420,640,0,264,406,304,442
137_jpg.rf.2f91e486fee46394a763dee0df69b998.jpg,416,416,1,230,45,390,160
137_jpg.rf.2f91e486fee46394a763dee0df69b998.jpg,416,416,0,363,85,402,107
-2022-03-13-190639_png_jpg.rf.b5682fd00967a720cd04889a0ebd4918.jpg,420,640,1,45,50,259,209
-2022-03-13-190639_png_jpg.rf.b5682fd00967a720cd04889a0ebd4918.jpg,420,640,0,96,58,131,85
frame_180_jpg.rf.f1b80c30d162c04a77f165b73b772ccc.jpg,640,640,1,83,321,368,541
Baptiste200_mp4-13_jpg.rf.8f86d416cae65637e4c637255a652e6f.jpg,1080,1080,1,219,24,656,283
Baptiste200_mp4-13_jpg.rf.8f86d416cae65637e4c637255a652e6f.jpg,1080,1080,0,260,0,371,26
159_jpg.rf.36688270f35909c6bd443b3957d31615.jpg,416,416,1,52,13,147,133
159_jpg.rf.36688270f35909c6bd443b3957d31615.jpg,416,416,0,47,49,67,79
179_jpg.rf.7d84a1a8416eada70e4901c3a0661eaa.jpg,1280,720,0,1079,101,1108,143
179_jpg.rf.7d84a1a8416eada70e4901c3a0661eaa.jpg,1280,720,1,814,0,993,243
-2022-03-14-194640_png_jpg.rf.96598341003651b8e50c83c5940fa72e.jpg,640,640,1,117,123,283,302
-2022-03-14-194640_png_jpg.rf.96598341003651b8e50c83c5940fa72e.jpg,640,640,0,132,201,155,224
IMG_4764_jpeg_jpg.rf.fda222dcf8b47a203226aaa3f3a627f1.jpg,640,640,1,337,280,509,408
IMG_4764_jpeg_jpg.rf.fda222dcf8b47a203226aaa3f3a627f1.jpg,640,640,0,490,344,517,378
-2022-03-13-190639_png_jpg.rf.32acda27621572b2b21bb8638feabce5.jpg,420,640,1,45,51,257,208
-2022-03-13-190639_png_jpg.rf.32acda27621572b2b21bb8638feabce5.jpg,420,640,0,98,56,131,82
174032_png_jpg.rf.e993e283f980e7d36bfe66d5586c3ab5.jpg,640,640,1,116,323,540,561
174032_png_jpg.rf.e993e283f980e7d36bfe66d5586c3ab5.jpg,640,640,0,300,455,368,502
IMG_4765_jpeg_jpg.rf.a2bc3a4c2fc05e8c966574daba3b83af.jpg,640,640,1,120,263,297,388
IMG_4765_jpeg_jpg.rf.a2bc3a4c2fc05e8c966574daba3b83af.jpg,640,640,0,115,305,139,329
158_jpg.rf.2e92b457941af07638eb63fc83e6da13.jpg,416,416,0,394,104,415,144
158_jpg.rf.2e92b457941af07638eb63fc83e6da13.jpg,416,416,1,296,64,356,225
-2022-03-13-193457_png_jpg.rf.d5e9b81cd65cecddf43600869a03ff4d.jpg,420,640,1,136,123,398,355
-2022-03-13-193457_png_jpg.rf.d5e9b81cd65cecddf43600869a03ff4d.jpg,420,640,0,264,195,304,239
-2022-03-14-195814_png.rf.d8950f36f42075f6f2e0c2222ef59b27.jpg,1068,582,1,50,131,203,265
-2022-03-14-195814_png.rf.d8950f36f42075f6f2e0c2222ef59b27.jpg,1068,582,0,81,183,106,207
-2022-03-14-195814_png.rf.d8950f36f42075f6f2e0c2222ef59b27.jpg,1068,582,1,392,148,544,291
-2022-03-14-195814_png.rf.d8950f36f42075f6f2e0c2222ef59b27.jpg,1068,582,0,419,203,447,227
-2022-03-14-195814_png.rf.d8950f36f42075f6f2e0c2222ef59b27.jpg,1068,582,1,711,180,864,324
-2022-03-14-195814_png.rf.d8950f36f42075f6f2e0c2222ef59b27.jpg,1068,582,0,747,235,771,259
-2022-03-13-165708_png_jpg.rf.4067268a42df4f7a9c8e3edbcaf13bdc.jpg,420,640,1,69,317,229,471
-2022-03-13-165708_png_jpg.rf.4067268a42df4f7a9c8e3edbcaf13bdc.jpg,420,640,0,126,396,160,426
42_jpg.rf.c936444c214160a34b824d0eeba6fc15.jpg,416,416,1,126,0,339,200
42_jpg.rf.c936444c214160a34b824d0eeba6fc15.jpg,416,416,0,221,21,252,53
KakaoTalk_20220417_114247655_09_jpg.rf.52557ebdfea81e0eba5e9e5e9f53386c.jpg,416,416,1,174,59,381,224
KakaoTalk_20220417_114247655_09_jpg.rf.52557ebdfea81e0eba5e9e5e9f53386c.jpg,416,416,0,116,229,141,254
-2022-03-13-170324_png.rf.0274f20798098c200a843e1d276b947d.jpg,267,568,1,86,62,219,200
-2022-03-13-170324_png.rf.0274f20798098c200a843e1d276b947d.jpg,267,568,0,154,77,174,97
IMG_4148_MOV-3_jpg.rf.f594088ed8e5bfc170915a6d31c11222.jpg,640,640,1,201,313,347,395
IMG_4148_MOV-3_jpg.rf.f594088ed8e5bfc170915a6d31c11222.jpg,640,640,0,267,325,294,351
images-15-_jpg.rf.64444d4565323042f5893c13a91100b5.jpg,1080,1080,1,341,576,869,1075
images-15-_jpg.rf.64444d4565323042f5893c13a91100b5.jpg,1080,1080,0,576,946,648,1023
-2022-03-13-170337_png.rf.ca1fb643a9ca11b3e662482abe346281.jpg,249,531,1,45,50,188,195
-2022-03-13-170337_png.rf.ca1fb643a9ca11b3e662482abe346281.jpg,249,531,0,104,78,127,102
IMG_1673_jpeg_jpg.rf.93a7dcec50d76a9aab67cd1f983e4b14.jpg,640,640,1,207,259,349,452
IMG_1673_jpeg_jpg.rf.93a7dcec50d76a9aab67cd1f983e4b14.jpg,640,640,0,209,340,233,380
-2022-03-13-170314_png.rf.3d90045c90bfed5d6e8d145d7d3dbfdd.jpg,313,490,1,85,171,243,325
-2022-03-13-170314_png.rf.3d90045c90bfed5d6e8d145d7d3dbfdd.jpg,313,490,0,161,249,185,274
OIP-4-_jpg.rf.d0f783203a9b3f7e51f57a41e363f3d5.jpg,474,316,0,79,48,88,60
OIP-4-_jpg.rf.d0f783203a9b3f7e51f57a41e363f3d5.jpg,474,316,1,65,4,151,108
images-14-_jpg.rf.34d77ffe0b884b4a64abc5cc3e6dba29.jpg,1080,1080,1,375,632,764,1027
images-14-_jpg.rf.34d77ffe0b884b4a64abc5cc3e6dba29.jpg,1080,1080,0,571,936,624,989
IMG_4725_jpeg_jpg.rf.fcbb8c6cd0a796a84d2913f833a36d9b.jpg,640,640,1,268,273,433,400
IMG_4725_jpeg_jpg.rf.fcbb8c6cd0a796a84d2913f833a36d9b.jpg,640,640,0,392,322,419,351
-2022-03-14-194738_png_jpg.rf.d9358b163483df806177884df3c6bdc7.jpg,640,640,1,394,368,575,523
-2022-03-14-194738_png_jpg.rf.d9358b163483df806177884df3c6bdc7.jpg,640,640,0,521,434,543,458
IMG_4618_jpeg_jpg.rf.58c70c55d65320c266f5e76433d5a9a4.jpg,640,640,1,372,273,481,359
IMG_4618_jpeg_jpg.rf.58c70c55d65320c266f5e76433d5a9a4.jpg,640,640,0,514,279,544,318
Baptiste0_mp4-6_jpg.rf.4beac97e8e19b0e99835b82f7f5dd220.jpg,1080,1080,0,544,291,587,316
Baptiste0_mp4-6_jpg.rf.4beac97e8e19b0e99835b82f7f5dd220.jpg,1080,1080,1,432,272,665,405
-2022-03-13-190639_png_jpg.rf.2e0d6904dfd09e6f0366e6afbed6e6e5.jpg,420,640,1,162,431,375,592
-2022-03-13-190639_png_jpg.rf.2e0d6904dfd09e6f0366e6afbed6e6e5.jpg,420,640,0,289,556,324,587
IMG_1674_jpeg_jpg.rf.8e333e1c38efa06b4b6f1cf81f161452.jpg,640,640,1,304,277,427,464
IMG_1674_jpeg_jpg.rf.8e333e1c38efa06b4b6f1cf81f161452.jpg,640,640,0,423,368,448,402
images-13-_jpg.rf.6de35e468c87fd7ced08057587648048.jpg,1080,1080,1,424,201,660,555
images-13-_jpg.rf.6de35e468c87fd7ced08057587648048.jpg,1080,1080,0,517,342,553,401
WeChat-Screenshot_20230313134722_png.rf.ba31936b9dcd6eed54fcb0705baaeae1.jpg,1011,706,1,567,183,762,387
WeChat-Screenshot_20230313134722_png.rf.ba31936b9dcd6eed54fcb0705baaeae1.jpg,1011,706,0,711,257,739,281
149-2-_jpg.rf.fea512fe8396ece4141193f379f9a196.jpg,2048,1536,0,478,294,540,381
149-2-_jpg.rf.fea512fe8396ece4141193f379f9a196.jpg,2048,1536,1,526,188,1010,730
-2022-03-13-214922_png_jpg.rf.611279d1d5299fd762b1b8738bfdfc72.jpg,640,640,1,303,480,477,634
-2022-03-13-214922_png_jpg.rf.611279d1d5299fd762b1b8738bfdfc72.jpg,640,640,0,386,539,416,566
-2022-03-14-195819_png.rf.c51b5c698b045210c708470d7ea31922.jpg,1079,602,1,31,92,181,231
-2022-03-14-195819_png.rf.c51b5c698b045210c708470d7ea31922.jpg,1079,602,0,55,144,75,170
-2022-03-14-195819_png.rf.c51b5c698b045210c708470d7ea31922.jpg,1079,602,1,370,96,525,240
-2022-03-14-195819_png.rf.c51b5c698b045210c708470d7ea31922.jpg,1079,602,0,395,155,421,178
-2022-03-14-195819_png.rf.c51b5c698b045210c708470d7ea31922.jpg,1079,602,1,697,119,844,260
-2022-03-14-195819_png.rf.c51b5c698b045210c708470d7ea31922.jpg,1079,602,0,721,174,745,195
frame_990_jpg.rf.dd67beb55a8ea29dcc27965cd03ec415.jpg,640,640,1,0,1,196,174
IMG_1644_jpeg_jpg.rf.19107461d21fb706c675e75d0ef1cc53.jpg,640,640,1,236,222,375,414
IMG_1644_jpeg_jpg.rf.19107461d21fb706c675e75d0ef1cc53.jpg,640,640,0,237,298,263,337
IMG_4731_jpeg_jpg.rf.87f39ed92be24450a21a565acf29e6e5.jpg,640,640,1,282,282,441,404
IMG_4731_jpeg_jpg.rf.87f39ed92be24450a21a565acf29e6e5.jpg,640,640,0,407,337,438,364
-2022-03-12-234019_png_jpg.rf.b677cfa41f3f68593a5fd22ccd824748.jpg,420,640,1,97,445,252,609
-2022-03-12-234019_png_jpg.rf.b677cfa41f3f68593a5fd22ccd824748.jpg,420,640,0,163,546,186,570
151_jpg.rf.29174ca640a3f99c0d0db470965310b9.jpg,901,748,0,617,318,643,348
151_jpg.rf.29174ca640a3f99c0d0db470965310b9.jpg,901,748,1,446,234,617,431
